id,filing_date,filing_type,filing_json,payment_id,transaction_id,business_id,submitter_id,status,payment_completion_date,paper_only,completion_date,effective_date,source,parent_filing_id,payment_status_code,temp_reg,payment_account
97780,2020-09-01 22:25:19.797797+00,lear_epoch,"{""filing"": {""header"": {""name"": ""lear_epoch""}, ""business"": {""legalName"": ""WATERSIDE HOUSING COOPERATIVE"", ""legalType"": ""CP"", ""identifier"": ""CP0001405"", ""foundingDate"": ""1983-09-27T00:00:00+00:00"", ""lastModified"": ""2020-09-01T22:25:19.008875"", ""hasRestrictions"": null, ""lastAnnualReport"": ""2018-09-26"", ""nextAnnualReport"": ""2019-09-26T00:00:00"", ""lastLedgerTimestamp"": ""2018-10-25T00:00:00+00:00"", ""lastAnnualGeneralMeetingDate"": ""2018-09-26""}}}",,124705,3273,,EPOCH,,f,,2020-09-01 22:25:19.797803+00,COLIN,,,,
97781,1983-09-27 00:00:00+00,incorporationApplication,"{""filing"": {""header"": {""date"": ""1983-09-27"", ""name"": ""incorporationApplication"", ""colinIds"": [101989609], ""historic"": true, ""effectiveDate"": ""1983-09-27"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""WATERSIDE HOUSING COOPERATIVE"", ""legalType"": ""CP"", ""identifier"": ""CP0001405"", ""lastArDate"": ""2018-09-26"", ""lastAgmDate"": ""2018-09-26"", ""foundingDate"": ""1983-09-27T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2018-10-25T00:00:00-00:00""}, ""incorporationApplication"": {""annualReportDate"": null, ""annualGeneralMeetingDate"": null}}}",,124706,3273,122,COMPLETED,,t,,1983-09-27 00:00:00+00,COLIN,,,,
97782,1993-07-27 00:00:00+00,changeOfDirectors,"{""filing"": {""header"": {""date"": ""1993-07-27"", ""name"": ""changeOfDirectors"", ""colinIds"": [102010998], ""historic"": true, ""effectiveDate"": ""1993-07-27"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""WATERSIDE HOUSING COOPERATIVE"", ""legalType"": ""CP"", ""identifier"": ""CP0001405"", ""lastArDate"": ""2018-09-26"", ""lastAgmDate"": ""2018-09-26"", ""foundingDate"": ""1983-09-27T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2018-10-25T00:00:00-00:00""}, ""changeOfDirectors"": {""annualReportDate"": null, ""annualGeneralMeetingDate"": null}}}",,124707,3273,122,COMPLETED,,t,,1993-07-27 00:00:00+00,COLIN,,,,
97783,1993-07-27 00:00:00+00,annualReport,"{""filing"": {""header"": {""date"": ""1993-07-27"", ""name"": ""annualReport"", ""colinIds"": [102010999], ""historic"": true, ""effectiveDate"": ""1993-07-27"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""WATERSIDE HOUSING COOPERATIVE"", ""legalType"": ""CP"", ""identifier"": ""CP0001405"", ""lastArDate"": ""2018-09-26"", ""lastAgmDate"": ""2018-09-26"", ""foundingDate"": ""1983-09-27T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2018-10-25T00:00:00-00:00""}, ""annualReport"": {""annualReportDate"": ""1991-09-30"", ""annualGeneralMeetingDate"": null}}}",,124708,3273,122,COMPLETED,,t,,1993-07-27 00:00:00+00,COLIN,,,,
97784,1993-07-27 00:00:00+00,annualReport,"{""filing"": {""header"": {""date"": ""1993-07-27"", ""name"": ""annualReport"", ""colinIds"": [102011000], ""historic"": true, ""effectiveDate"": ""1993-07-27"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""WATERSIDE HOUSING COOPERATIVE"", ""legalType"": ""CP"", ""identifier"": ""CP0001405"", ""lastArDate"": ""2018-09-26"", ""lastAgmDate"": ""2018-09-26"", ""foundingDate"": ""1983-09-27T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2018-10-25T00:00:00-00:00""}, ""annualReport"": {""annualReportDate"": ""1992-10-14"", ""annualGeneralMeetingDate"": null}}}",,124709,3273,122,COMPLETED,,t,,1993-07-27 00:00:00+00,COLIN,,,,
97785,1995-12-11 00:00:00+00,annualReport,"{""filing"": {""header"": {""date"": ""1995-12-11"", ""name"": ""annualReport"", ""colinIds"": [102011001], ""historic"": true, ""effectiveDate"": ""1995-12-11"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""WATERSIDE HOUSING COOPERATIVE"", ""legalType"": ""CP"", ""identifier"": ""CP0001405"", ""lastArDate"": ""2018-09-26"", ""lastAgmDate"": ""2018-09-26"", ""foundingDate"": ""1983-09-27T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2018-10-25T00:00:00-00:00""}, ""annualReport"": {""annualReportDate"": ""1993-10-13"", ""annualGeneralMeetingDate"": null}}}",,124710,3273,122,COMPLETED,,t,,1995-12-11 00:00:00+00,COLIN,,,,
97786,1995-12-11 00:00:00+00,annualReport,"{""filing"": {""header"": {""date"": ""1995-12-11"", ""name"": ""annualReport"", ""colinIds"": [102011002], ""historic"": true, ""effectiveDate"": ""1995-12-11"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""WATERSIDE HOUSING COOPERATIVE"", ""legalType"": ""CP"", ""identifier"": ""CP0001405"", ""lastArDate"": ""2018-09-26"", ""lastAgmDate"": ""2018-09-26"", ""foundingDate"": ""1983-09-27T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2018-10-25T00:00:00-00:00""}, ""annualReport"": {""annualReportDate"": ""1994-09-21"", ""annualGeneralMeetingDate"": null}}}",,124711,3273,122,COMPLETED,,t,,1995-12-11 00:00:00+00,COLIN,,,,
97787,1995-12-11 00:00:00+00,changeOfDirectors,"{""filing"": {""header"": {""date"": ""1995-12-11"", ""name"": ""changeOfDirectors"", ""colinIds"": [102011004], ""historic"": true, ""effectiveDate"": ""1995-12-11"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""WATERSIDE HOUSING COOPERATIVE"", ""legalType"": ""CP"", ""identifier"": ""CP0001405"", ""lastArDate"": ""2018-09-26"", ""lastAgmDate"": ""2018-09-26"", ""foundingDate"": ""1983-09-27T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2018-10-25T00:00:00-00:00""}, ""changeOfDirectors"": {""annualReportDate"": null, ""annualGeneralMeetingDate"": null}}}",,124712,3273,122,COMPLETED,,t,,1995-12-11 00:00:00+00,COLIN,,,,
97788,1995-12-11 00:00:00+00,annualReport,"{""filing"": {""header"": {""date"": ""1995-12-11"", ""name"": ""annualReport"", ""colinIds"": [102011003], ""historic"": true, ""effectiveDate"": ""1995-12-11"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""WATERSIDE HOUSING COOPERATIVE"", ""legalType"": ""CP"", ""identifier"": ""CP0001405"", ""lastArDate"": ""2018-09-26"", ""lastAgmDate"": ""2018-09-26"", ""foundingDate"": ""1983-09-27T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2018-10-25T00:00:00-00:00""}, ""annualReport"": {""annualReportDate"": ""1995-09-18"", ""annualGeneralMeetingDate"": null}}}",,124713,3273,122,COMPLETED,,t,,1995-12-11 00:00:00+00,COLIN,,,,
97789,1997-03-06 00:00:00+00,changeOfDirectors,"{""filing"": {""header"": {""date"": ""1997-03-06"", ""name"": ""changeOfDirectors"", ""colinIds"": [102011006], ""historic"": true, ""effectiveDate"": ""1997-03-06"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""WATERSIDE HOUSING COOPERATIVE"", ""legalType"": ""CP"", ""identifier"": ""CP0001405"", ""lastArDate"": ""2018-09-26"", ""lastAgmDate"": ""2018-09-26"", ""foundingDate"": ""1983-09-27T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2018-10-25T00:00:00-00:00""}, ""changeOfDirectors"": {""annualReportDate"": null, ""annualGeneralMeetingDate"": null}}}",,124714,3273,122,COMPLETED,,t,,1997-03-06 00:00:00+00,COLIN,,,,
