id,filing_date,filing_type,filing_json,payment_id,transaction_id,business_id,submitter_id,status,payment_completion_date,paper_only,completion_date,effective_date,source,parent_filing_id,payment_status_code,temp_reg,payment_account
102274,2020-09-01 22:55:55.955378+00,lear_epoch,"{""filing"": {""header"": {""name"": ""lear_epoch""}, ""business"": {""legalName"": ""ANSKAR COURT HOUSING CO-OPERATIVE"", ""legalType"": ""CP"", ""identifier"": ""CP0001551"", ""foundingDate"": ""1987-06-11T00:00:00+00:00"", ""lastModified"": ""2020-09-01T22:55:54.965948"", ""hasRestrictions"": null, ""lastAnnualReport"": ""2019-01-22"", ""nextAnnualReport"": ""2020-01-22T00:00:00"", ""lastLedgerTimestamp"": ""2019-02-26T00:00:00+00:00"", ""lastAnnualGeneralMeetingDate"": ""2019-01-22""}}}",,129199,3338,,EPOCH,,f,,2020-09-01 22:55:55.955385+00,COLIN,,,,
102275,1987-06-11 00:00:00+00,incorporationApplication,"{""filing"": {""header"": {""date"": ""1987-06-11"", ""name"": ""incorporationApplication"", ""colinIds"": [101989755], ""historic"": true, ""effectiveDate"": ""1987-06-11"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""ANSKAR COURT HOUSING CO-OPERATIVE"", ""legalType"": ""CP"", ""identifier"": ""CP0001551"", ""lastArDate"": ""2019-01-22"", ""lastAgmDate"": ""2019-01-22"", ""foundingDate"": ""1987-06-11T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2019-02-26T00:00:00-00:00""}, ""incorporationApplication"": {""annualReportDate"": null, ""annualGeneralMeetingDate"": null}}}",,129200,3338,122,COMPLETED,,t,,1987-06-11 00:00:00+00,COLIN,,,,
102276,1992-02-19 00:00:00+00,specialResolution,"{""filing"": {""header"": {""date"": ""1992-02-19"", ""name"": ""specialResolution"", ""colinIds"": [102015879], ""historic"": true, ""effectiveDate"": ""1992-02-19"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""ANSKAR COURT HOUSING CO-OPERATIVE"", ""legalType"": ""CP"", ""identifier"": ""CP0001551"", ""lastArDate"": ""2019-01-22"", ""lastAgmDate"": ""2019-01-22"", ""foundingDate"": ""1987-06-11T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2019-02-26T00:00:00-00:00""}, ""specialResolution"": {""annualReportDate"": null, ""annualGeneralMeetingDate"": null}}}",,129201,3338,122,COMPLETED,,t,,1992-02-19 00:00:00+00,COLIN,,,,
102277,1992-02-19 00:00:00+00,annualReport,"{""filing"": {""header"": {""date"": ""1992-02-19"", ""name"": ""annualReport"", ""colinIds"": [102015880], ""historic"": true, ""effectiveDate"": ""1992-02-19"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""ANSKAR COURT HOUSING CO-OPERATIVE"", ""legalType"": ""CP"", ""identifier"": ""CP0001551"", ""lastArDate"": ""2019-01-22"", ""lastAgmDate"": ""2019-01-22"", ""foundingDate"": ""1987-06-11T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2019-02-26T00:00:00-00:00""}, ""annualReport"": {""annualReportDate"": ""1991-12-10"", ""annualGeneralMeetingDate"": null}}}",,129202,3338,122,COMPLETED,,t,,1992-02-19 00:00:00+00,COLIN,,,,
102278,1992-03-30 00:00:00+00,specialResolution,"{""filing"": {""header"": {""date"": ""1992-03-30"", ""name"": ""specialResolution"", ""colinIds"": [102015881], ""historic"": true, ""effectiveDate"": ""1992-03-30"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""ANSKAR COURT HOUSING CO-OPERATIVE"", ""legalType"": ""CP"", ""identifier"": ""CP0001551"", ""lastArDate"": ""2019-01-22"", ""lastAgmDate"": ""2019-01-22"", ""foundingDate"": ""1987-06-11T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2019-02-26T00:00:00-00:00""}, ""specialResolution"": {""annualReportDate"": null, ""annualGeneralMeetingDate"": null}}}",,129203,3338,122,COMPLETED,,t,,1992-03-30 00:00:00+00,COLIN,,,,
102279,1992-06-01 00:00:00+00,changeOfDirectors,"{""filing"": {""header"": {""date"": ""1992-06-01"", ""name"": ""changeOfDirectors"", ""colinIds"": [102015882], ""historic"": true, ""effectiveDate"": ""1992-06-01"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""ANSKAR COURT HOUSING CO-OPERATIVE"", ""legalType"": ""CP"", ""identifier"": ""CP0001551"", ""lastArDate"": ""2019-01-22"", ""lastAgmDate"": ""2019-01-22"", ""foundingDate"": ""1987-06-11T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2019-02-26T00:00:00-00:00""}, ""changeOfDirectors"": {""annualReportDate"": null, ""annualGeneralMeetingDate"": null}}}",,129204,3338,122,COMPLETED,,t,,1992-06-01 00:00:00+00,COLIN,,,,
102280,1992-06-17 00:00:00+00,changeOfDirectors,"{""filing"": {""header"": {""date"": ""1992-06-17"", ""name"": ""changeOfDirectors"", ""colinIds"": [102015883], ""historic"": true, ""effectiveDate"": ""1992-06-17"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""ANSKAR COURT HOUSING CO-OPERATIVE"", ""legalType"": ""CP"", ""identifier"": ""CP0001551"", ""lastArDate"": ""2019-01-22"", ""lastAgmDate"": ""2019-01-22"", ""foundingDate"": ""1987-06-11T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2019-02-26T00:00:00-00:00""}, ""changeOfDirectors"": {""annualReportDate"": null, ""annualGeneralMeetingDate"": null}}}",,129205,3338,122,COMPLETED,,t,,1992-06-17 00:00:00+00,COLIN,,,,
102281,1993-02-02 00:00:00+00,changeOfDirectors,"{""filing"": {""header"": {""date"": ""1993-02-02"", ""name"": ""changeOfDirectors"", ""colinIds"": [102015884], ""historic"": true, ""effectiveDate"": ""1993-02-02"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""ANSKAR COURT HOUSING CO-OPERATIVE"", ""legalType"": ""CP"", ""identifier"": ""CP0001551"", ""lastArDate"": ""2019-01-22"", ""lastAgmDate"": ""2019-01-22"", ""foundingDate"": ""1987-06-11T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2019-02-26T00:00:00-00:00""}, ""changeOfDirectors"": {""annualReportDate"": null, ""annualGeneralMeetingDate"": null}}}",,129206,3338,122,COMPLETED,,t,,1993-02-02 00:00:00+00,COLIN,,,,
102282,1993-02-02 00:00:00+00,annualReport,"{""filing"": {""header"": {""date"": ""1993-02-02"", ""name"": ""annualReport"", ""colinIds"": [102015885], ""historic"": true, ""effectiveDate"": ""1993-02-02"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""ANSKAR COURT HOUSING CO-OPERATIVE"", ""legalType"": ""CP"", ""identifier"": ""CP0001551"", ""lastArDate"": ""2019-01-22"", ""lastAgmDate"": ""2019-01-22"", ""foundingDate"": ""1987-06-11T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2019-02-26T00:00:00-00:00""}, ""annualReport"": {""annualReportDate"": ""1992-12-14"", ""annualGeneralMeetingDate"": null}}}",,129207,3338,122,COMPLETED,,t,,1993-02-02 00:00:00+00,COLIN,,,,
102283,1994-01-10 00:00:00+00,annualReport,"{""filing"": {""header"": {""date"": ""1994-01-10"", ""name"": ""annualReport"", ""colinIds"": [102015886], ""historic"": true, ""effectiveDate"": ""1994-01-10"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""ANSKAR COURT HOUSING CO-OPERATIVE"", ""legalType"": ""CP"", ""identifier"": ""CP0001551"", ""lastArDate"": ""2019-01-22"", ""lastAgmDate"": ""2019-01-22"", ""foundingDate"": ""1987-06-11T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2019-02-26T00:00:00-00:00""}, ""annualReport"": {""annualReportDate"": ""1993-12-09"", ""annualGeneralMeetingDate"": null}}}",,129208,3338,122,COMPLETED,,t,,1994-01-10 00:00:00+00,COLIN,,,,
