id,filing_date,filing_type,filing_json,payment_id,transaction_id,business_id,submitter_id,status,payment_completion_date,paper_only,completion_date,effective_date,source,parent_filing_id,payment_status_code,temp_reg,payment_account
102371,2020-09-01 22:56:41.451424+00,lear_epoch,"{""filing"": {""header"": {""name"": ""lear_epoch""}, ""business"": {""legalName"": ""TROUT LAKE HOUSING CO-OPERATIVE"", ""legalType"": ""CP"", ""identifier"": ""CP0001552"", ""foundingDate"": ""1987-06-23T00:00:00+00:00"", ""lastModified"": ""2020-09-01T22:56:40.340562"", ""hasRestrictions"": null, ""lastAnnualReport"": ""2019-01-08"", ""nextAnnualReport"": ""2020-01-08T00:00:00"", ""lastLedgerTimestamp"": ""2019-02-13T00:00:00+00:00"", ""lastAnnualGeneralMeetingDate"": ""2019-01-08""}}}",,129296,3339,,EPOCH,,f,,2020-09-01 22:56:41.45143+00,COLIN,,,,
102372,1987-06-23 00:00:00+00,incorporationApplication,"{""filing"": {""header"": {""date"": ""1987-06-23"", ""name"": ""incorporationApplication"", ""colinIds"": [101989756], ""historic"": true, ""effectiveDate"": ""1987-06-23"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""TROUT LAKE HOUSING CO-OPERATIVE"", ""legalType"": ""CP"", ""identifier"": ""CP0001552"", ""lastArDate"": ""2019-01-08"", ""lastAgmDate"": ""2019-01-08"", ""foundingDate"": ""1987-06-23T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2019-02-13T00:00:00-00:00""}, ""incorporationApplication"": {""annualReportDate"": null, ""annualGeneralMeetingDate"": null}}}",,129297,3339,122,COMPLETED,,t,,1987-06-23 00:00:00+00,COLIN,,,,
102373,1991-12-23 00:00:00+00,specialResolution,"{""filing"": {""header"": {""date"": ""1991-12-23"", ""name"": ""specialResolution"", ""colinIds"": [102015970], ""historic"": true, ""effectiveDate"": ""1991-12-23"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""TROUT LAKE HOUSING CO-OPERATIVE"", ""legalType"": ""CP"", ""identifier"": ""CP0001552"", ""lastArDate"": ""2019-01-08"", ""lastAgmDate"": ""2019-01-08"", ""foundingDate"": ""1987-06-23T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2019-02-13T00:00:00-00:00""}, ""specialResolution"": {""annualReportDate"": null, ""annualGeneralMeetingDate"": null}}}",,129298,3339,122,COMPLETED,,t,,1991-12-23 00:00:00+00,COLIN,,,,
102374,1991-12-23 00:00:00+00,annualReport,"{""filing"": {""header"": {""date"": ""1991-12-23"", ""name"": ""annualReport"", ""colinIds"": [102015971], ""historic"": true, ""effectiveDate"": ""1991-12-23"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""TROUT LAKE HOUSING CO-OPERATIVE"", ""legalType"": ""CP"", ""identifier"": ""CP0001552"", ""lastArDate"": ""2019-01-08"", ""lastAgmDate"": ""2019-01-08"", ""foundingDate"": ""1987-06-23T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2019-02-13T00:00:00-00:00""}, ""annualReport"": {""annualReportDate"": ""1991-11-05"", ""annualGeneralMeetingDate"": null}}}",,129299,3339,122,COMPLETED,,t,,1991-12-23 00:00:00+00,COLIN,,,,
102375,1992-03-10 00:00:00+00,specialResolution,"{""filing"": {""header"": {""date"": ""1992-03-10"", ""name"": ""specialResolution"", ""colinIds"": [102015972], ""historic"": true, ""effectiveDate"": ""1992-03-10"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""TROUT LAKE HOUSING CO-OPERATIVE"", ""legalType"": ""CP"", ""identifier"": ""CP0001552"", ""lastArDate"": ""2019-01-08"", ""lastAgmDate"": ""2019-01-08"", ""foundingDate"": ""1987-06-23T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2019-02-13T00:00:00-00:00""}, ""specialResolution"": {""annualReportDate"": null, ""annualGeneralMeetingDate"": null}}}",,129300,3339,122,COMPLETED,,t,,1992-03-10 00:00:00+00,COLIN,,,,
102376,1992-12-23 00:00:00+00,changeOfDirectors,"{""filing"": {""header"": {""date"": ""1992-12-23"", ""name"": ""changeOfDirectors"", ""colinIds"": [102015973], ""historic"": true, ""effectiveDate"": ""1992-12-23"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""TROUT LAKE HOUSING CO-OPERATIVE"", ""legalType"": ""CP"", ""identifier"": ""CP0001552"", ""lastArDate"": ""2019-01-08"", ""lastAgmDate"": ""2019-01-08"", ""foundingDate"": ""1987-06-23T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2019-02-13T00:00:00-00:00""}, ""changeOfDirectors"": {""annualReportDate"": null, ""annualGeneralMeetingDate"": null}}}",,129301,3339,122,COMPLETED,,t,,1992-12-23 00:00:00+00,COLIN,,,,
102377,1993-01-12 00:00:00+00,annualReport,"{""filing"": {""header"": {""date"": ""1993-01-12"", ""name"": ""annualReport"", ""colinIds"": [102015974], ""historic"": true, ""effectiveDate"": ""1993-01-12"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""TROUT LAKE HOUSING CO-OPERATIVE"", ""legalType"": ""CP"", ""identifier"": ""CP0001552"", ""lastArDate"": ""2019-01-08"", ""lastAgmDate"": ""2019-01-08"", ""foundingDate"": ""1987-06-23T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2019-02-13T00:00:00-00:00""}, ""annualReport"": {""annualReportDate"": ""1992-11-23"", ""annualGeneralMeetingDate"": null}}}",,129302,3339,122,COMPLETED,,t,,1993-01-12 00:00:00+00,COLIN,,,,
102378,1995-03-21 00:00:00+00,changeOfDirectors,"{""filing"": {""header"": {""date"": ""1995-03-21"", ""name"": ""changeOfDirectors"", ""colinIds"": [102015975], ""historic"": true, ""effectiveDate"": ""1995-03-21"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""TROUT LAKE HOUSING CO-OPERATIVE"", ""legalType"": ""CP"", ""identifier"": ""CP0001552"", ""lastArDate"": ""2019-01-08"", ""lastAgmDate"": ""2019-01-08"", ""foundingDate"": ""1987-06-23T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2019-02-13T00:00:00-00:00""}, ""changeOfDirectors"": {""annualReportDate"": null, ""annualGeneralMeetingDate"": null}}}",,129303,3339,122,COMPLETED,,t,,1995-03-21 00:00:00+00,COLIN,,,,
102379,1995-03-21 00:00:00+00,annualReport,"{""filing"": {""header"": {""date"": ""1995-03-21"", ""name"": ""annualReport"", ""colinIds"": [102015976], ""historic"": true, ""effectiveDate"": ""1995-03-21"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""TROUT LAKE HOUSING CO-OPERATIVE"", ""legalType"": ""CP"", ""identifier"": ""CP0001552"", ""lastArDate"": ""2019-01-08"", ""lastAgmDate"": ""2019-01-08"", ""foundingDate"": ""1987-06-23T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2019-02-13T00:00:00-00:00""}, ""annualReport"": {""annualReportDate"": ""1993-11-24"", ""annualGeneralMeetingDate"": null}}}",,129304,3339,122,COMPLETED,,t,,1995-03-21 00:00:00+00,COLIN,,,,
102380,1995-03-21 00:00:00+00,specialResolution,"{""filing"": {""header"": {""date"": ""1995-03-21"", ""name"": ""specialResolution"", ""colinIds"": [102015978], ""historic"": true, ""effectiveDate"": ""1995-03-21"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""TROUT LAKE HOUSING CO-OPERATIVE"", ""legalType"": ""CP"", ""identifier"": ""CP0001552"", ""lastArDate"": ""2019-01-08"", ""lastAgmDate"": ""2019-01-08"", ""foundingDate"": ""1987-06-23T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2019-02-13T00:00:00-00:00""}, ""specialResolution"": {""annualReportDate"": null, ""annualGeneralMeetingDate"": null}}}",,129305,3339,122,COMPLETED,,t,,1995-03-21 00:00:00+00,COLIN,,,,
102381,1995-03-21 00:00:00+00,annualReport,"{""filing"": {""header"": {""date"": ""1995-03-21"", ""name"": ""annualReport"", ""colinIds"": [102015977], ""historic"": true, ""effectiveDate"": ""1995-03-21"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""TROUT LAKE HOUSING CO-OPERATIVE"", ""legalType"": ""CP"", ""identifier"": ""CP0001552"", ""lastArDate"": ""2019-01-08"", ""lastAgmDate"": ""2019-01-08"", ""foundingDate"": ""1987-06-23T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2019-02-13T00:00:00-00:00""}, ""annualReport"": {""annualReportDate"": ""1994-12-06"", ""annualGeneralMeetingDate"": null}}}",,129306,3339,122,COMPLETED,,t,,1995-03-21 00:00:00+00,COLIN,,,,
102382,1996-04-17 00:00:00+00,changeOfDirectors,"{""filing"": {""header"": {""date"": ""1996-04-17"", ""name"": ""changeOfDirectors"", ""colinIds"": [102015979], ""historic"": true, ""effectiveDate"": ""1996-04-17"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""TROUT LAKE HOUSING CO-OPERATIVE"", ""legalType"": ""CP"", ""identifier"": ""CP0001552"", ""lastArDate"": ""2019-01-08"", ""lastAgmDate"": ""2019-01-08"", ""foundingDate"": ""1987-06-23T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2019-02-13T00:00:00-00:00""}, ""changeOfDirectors"": {""annualReportDate"": null, ""annualGeneralMeetingDate"": null}}}",,129307,3339,122,COMPLETED,,t,,1996-04-17 00:00:00+00,COLIN,,,,
102383,1996-04-17 00:00:00+00,annualReport,"{""filing"": {""header"": {""date"": ""1996-04-17"", ""name"": ""annualReport"", ""colinIds"": [102015980], ""historic"": true, ""effectiveDate"": ""1996-04-17"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""TROUT LAKE HOUSING CO-OPERATIVE"", ""legalType"": ""CP"", ""identifier"": ""CP0001552"", ""lastArDate"": ""2019-01-08"", ""lastAgmDate"": ""2019-01-08"", ""foundingDate"": ""1987-06-23T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2019-02-13T00:00:00-00:00""}, ""annualReport"": {""annualReportDate"": ""1995-11-21"", ""annualGeneralMeetingDate"": null}}}",,129308,3339,122,COMPLETED,,t,,1996-04-17 00:00:00+00,COLIN,,,,
