id,filing_date,filing_type,filing_json,payment_id,transaction_id,business_id,submitter_id,status,payment_completion_date,paper_only,completion_date,effective_date,source,parent_filing_id,payment_status_code,temp_reg
85983,2020-09-01 20:37:48.869362+00,lear_epoch,"{""filing"": {""header"": {""name"": ""lear_epoch""}, ""business"": {""legalName"": ""THE SOINTULA CO-OPERATIVE STORE ASSOCIATION"", ""legalType"": ""CP"", ""identifier"": ""CP0000019"", ""foundingDate"": ""1909-11-30T00:00:00+00:00"", ""lastModified"": ""2020-09-01T20:37:47.696370"", ""hasRestrictions"": null, ""lastAnnualReport"": ""2018-05-02"", ""nextAnnualReport"": ""2019-05-02T00:00:00"", ""lastLedgerTimestamp"": ""2018-12-21T00:00:00+00:00"", ""lastAnnualGeneralMeetingDate"": ""2018-05-02""}}}",,112908,3085,,EPOCH,,f,,2020-09-01 20:37:48.86937+00,COLIN,,,
86009,1909-11-30 00:00:00+00,incorporationApplication,"{""filing"": {""header"": {""date"": ""1909-11-30"", ""name"": ""incorporationApplication"", ""colinIds"": [101987554], ""historic"": true, ""effectiveDate"": ""1909-11-30"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""THE SOINTULA CO-OPERATIVE STORE ASSOCIATION"", ""legalType"": ""CP"", ""identifier"": ""CP0000019"", ""lastArDate"": ""2018-05-02"", ""lastAgmDate"": ""2018-05-02"", ""foundingDate"": ""1909-11-30T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2018-12-21T00:00:00-00:00""}, ""incorporationApplication"": {""annualReportDate"": null, ""annualGeneralMeetingDate"": null}}}",,112934,3085,122,COMPLETED,,t,,1909-11-30 00:00:00+00,COLIN,,,
86010,1933-01-19 00:00:00+00,dissolved,"{""filing"": {""header"": {""date"": ""1933-01-19"", ""name"": ""dissolved"", ""colinIds"": [101990717], ""historic"": true, ""effectiveDate"": ""1933-01-19"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""THE SOINTULA CO-OPERATIVE STORE ASSOCIATION"", ""legalType"": ""CP"", ""identifier"": ""CP0000019"", ""lastArDate"": ""2018-05-02"", ""lastAgmDate"": ""2018-05-02"", ""foundingDate"": ""1909-11-30T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2018-12-21T00:00:00-00:00""}, ""dissolved"": {""annualReportDate"": null, ""annualGeneralMeetingDate"": null}}}",,112935,3085,122,COMPLETED,,t,,1933-01-19 00:00:00+00,COLIN,,,
86011,1934-01-04 00:00:00+00,restorationApplication,"{""filing"": {""header"": {""date"": ""1934-01-04"", ""name"": ""restorationApplication"", ""colinIds"": [101990718], ""historic"": true, ""effectiveDate"": ""1934-01-04"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""THE SOINTULA CO-OPERATIVE STORE ASSOCIATION"", ""legalType"": ""CP"", ""identifier"": ""CP0000019"", ""lastArDate"": ""2018-05-02"", ""lastAgmDate"": ""2018-05-02"", ""foundingDate"": ""1909-11-30T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2018-12-21T00:00:00-00:00""}, ""restorationApplication"": {""annualReportDate"": null, ""annualGeneralMeetingDate"": null}}}",,112936,3085,122,COMPLETED,,t,,1934-01-04 00:00:00+00,COLIN,,,
86012,1935-03-30 00:00:00+00,changeOfName,"{""filing"": {""header"": {""date"": ""1935-03-30"", ""name"": ""changeOfName"", ""colinIds"": [102029729], ""historic"": true, ""effectiveDate"": ""1935-03-30"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""THE SOINTULA CO-OPERATIVE STORE ASSOCIATION"", ""legalType"": ""CP"", ""identifier"": ""CP0000019"", ""lastArDate"": ""2018-05-02"", ""lastAgmDate"": ""2018-05-02"", ""foundingDate"": ""1909-11-30T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2018-12-21T00:00:00-00:00""}, ""changeOfName"": {""annualReportDate"": null, ""annualGeneralMeetingDate"": null}}}",,112937,3085,122,COMPLETED,,t,,1935-03-30 00:00:00+00,COLIN,,,
86013,1993-04-14 00:00:00+00,annualReport,"{""filing"": {""header"": {""date"": ""1993-04-14"", ""name"": ""annualReport"", ""colinIds"": [101997587], ""historic"": true, ""effectiveDate"": ""1993-04-14"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""THE SOINTULA CO-OPERATIVE STORE ASSOCIATION"", ""legalType"": ""CP"", ""identifier"": ""CP0000019"", ""lastArDate"": ""2018-05-02"", ""lastAgmDate"": ""2018-05-02"", ""foundingDate"": ""1909-11-30T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2018-12-21T00:00:00-00:00""}, ""annualReport"": {""annualReportDate"": ""1990-04-19"", ""annualGeneralMeetingDate"": null}}}",,112938,3085,122,COMPLETED,,t,,1993-04-14 00:00:00+00,COLIN,,,
86014,1993-04-14 00:00:00+00,annualReport,"{""filing"": {""header"": {""date"": ""1993-04-14"", ""name"": ""annualReport"", ""colinIds"": [101997589], ""historic"": true, ""effectiveDate"": ""1993-04-14"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""THE SOINTULA CO-OPERATIVE STORE ASSOCIATION"", ""legalType"": ""CP"", ""identifier"": ""CP0000019"", ""lastArDate"": ""2018-05-02"", ""lastAgmDate"": ""2018-05-02"", ""foundingDate"": ""1909-11-30T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2018-12-21T00:00:00-00:00""}, ""annualReport"": {""annualReportDate"": ""1992-04-30"", ""annualGeneralMeetingDate"": null}}}",,112939,3085,122,COMPLETED,,t,,1993-04-14 00:00:00+00,COLIN,,,
86015,1993-04-14 00:00:00+00,changeOfDirectors,"{""filing"": {""header"": {""date"": ""1993-04-14"", ""name"": ""changeOfDirectors"", ""colinIds"": [101997586], ""historic"": true, ""effectiveDate"": ""1993-04-14"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""THE SOINTULA CO-OPERATIVE STORE ASSOCIATION"", ""legalType"": ""CP"", ""identifier"": ""CP0000019"", ""lastArDate"": ""2018-05-02"", ""lastAgmDate"": ""2018-05-02"", ""foundingDate"": ""1909-11-30T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2018-12-21T00:00:00-00:00""}, ""changeOfDirectors"": {""annualReportDate"": null, ""annualGeneralMeetingDate"": null}}}",,112940,3085,122,COMPLETED,,t,,1993-04-14 00:00:00+00,COLIN,,,
86016,1993-04-14 00:00:00+00,annualReport,"{""filing"": {""header"": {""date"": ""1993-04-14"", ""name"": ""annualReport"", ""colinIds"": [101997588], ""historic"": true, ""effectiveDate"": ""1993-04-14"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""THE SOINTULA CO-OPERATIVE STORE ASSOCIATION"", ""legalType"": ""CP"", ""identifier"": ""CP0000019"", ""lastArDate"": ""2018-05-02"", ""lastAgmDate"": ""2018-05-02"", ""foundingDate"": ""1909-11-30T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2018-12-21T00:00:00-00:00""}, ""annualReport"": {""annualReportDate"": ""1991-04-24"", ""annualGeneralMeetingDate"": null}}}",,112941,3085,122,COMPLETED,,t,,1993-04-14 00:00:00+00,COLIN,,,
86017,1993-05-20 00:00:00+00,annualReport,"{""filing"": {""header"": {""date"": ""1993-05-20"", ""name"": ""annualReport"", ""colinIds"": [101997591], ""historic"": true, ""effectiveDate"": ""1993-05-20"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""THE SOINTULA CO-OPERATIVE STORE ASSOCIATION"", ""legalType"": ""CP"", ""identifier"": ""CP0000019"", ""lastArDate"": ""2018-05-02"", ""lastAgmDate"": ""2018-05-02"", ""foundingDate"": ""1909-11-30T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2018-12-21T00:00:00-00:00""}, ""annualReport"": {""annualReportDate"": ""1993-04-28"", ""annualGeneralMeetingDate"": null}}}",,112942,3085,122,COMPLETED,,t,,1993-05-20 00:00:00+00,COLIN,,,
86018,1993-05-20 00:00:00+00,specialResolution,"{""filing"": {""header"": {""date"": ""1993-05-20"", ""name"": ""specialResolution"", ""colinIds"": [101997590], ""historic"": true, ""effectiveDate"": ""1993-05-20"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""THE SOINTULA CO-OPERATIVE STORE ASSOCIATION"", ""legalType"": ""CP"", ""identifier"": ""CP0000019"", ""lastArDate"": ""2018-05-02"", ""lastAgmDate"": ""2018-05-02"", ""foundingDate"": ""1909-11-30T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2018-12-21T00:00:00-00:00""}, ""specialResolution"": {""annualReportDate"": null, ""annualGeneralMeetingDate"": null}}}",,112943,3085,122,COMPLETED,,t,,1993-05-20 00:00:00+00,COLIN,,,
86019,1993-05-20 00:00:00+00,changeOfDirectors,"{""filing"": {""header"": {""date"": ""1993-05-20"", ""name"": ""changeOfDirectors"", ""colinIds"": [101997592], ""historic"": true, ""effectiveDate"": ""1993-05-20"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""THE SOINTULA CO-OPERATIVE STORE ASSOCIATION"", ""legalType"": ""CP"", ""identifier"": ""CP0000019"", ""lastArDate"": ""2018-05-02"", ""lastAgmDate"": ""2018-05-02"", ""foundingDate"": ""1909-11-30T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2018-12-21T00:00:00-00:00""}, ""changeOfDirectors"": {""annualReportDate"": null, ""annualGeneralMeetingDate"": null}}}",,112944,3085,122,COMPLETED,,t,,1993-05-20 00:00:00+00,COLIN,,,
86020,1994-05-12 00:00:00+00,specialResolution,"{""filing"": {""header"": {""date"": ""1994-05-12"", ""name"": ""specialResolution"", ""colinIds"": [101997593], ""historic"": true, ""effectiveDate"": ""1994-05-12"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""THE SOINTULA CO-OPERATIVE STORE ASSOCIATION"", ""legalType"": ""CP"", ""identifier"": ""CP0000019"", ""lastArDate"": ""2018-05-02"", ""lastAgmDate"": ""2018-05-02"", ""foundingDate"": ""1909-11-30T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2018-12-21T00:00:00-00:00""}, ""specialResolution"": {""annualReportDate"": null, ""annualGeneralMeetingDate"": null}}}",,112945,3085,122,COMPLETED,,t,,1994-05-12 00:00:00+00,COLIN,,,
86021,1995-02-20 00:00:00+00,changeOfDirectors,"{""filing"": {""header"": {""date"": ""1995-02-20"", ""name"": ""changeOfDirectors"", ""colinIds"": [101997594], ""historic"": true, ""effectiveDate"": ""1995-02-20"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""THE SOINTULA CO-OPERATIVE STORE ASSOCIATION"", ""legalType"": ""CP"", ""identifier"": ""CP0000019"", ""lastArDate"": ""2018-05-02"", ""lastAgmDate"": ""2018-05-02"", ""foundingDate"": ""1909-11-30T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2018-12-21T00:00:00-00:00""}, ""changeOfDirectors"": {""annualReportDate"": null, ""annualGeneralMeetingDate"": null}}}",,112946,3085,122,COMPLETED,,t,,1995-02-20 00:00:00+00,COLIN,,,
86022,1995-02-20 00:00:00+00,annualReport,"{""filing"": {""header"": {""date"": ""1995-02-20"", ""name"": ""annualReport"", ""colinIds"": [101997595], ""historic"": true, ""effectiveDate"": ""1995-02-20"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""THE SOINTULA CO-OPERATIVE STORE ASSOCIATION"", ""legalType"": ""CP"", ""identifier"": ""CP0000019"", ""lastArDate"": ""2018-05-02"", ""lastAgmDate"": ""2018-05-02"", ""foundingDate"": ""1909-11-30T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2018-12-21T00:00:00-00:00""}, ""annualReport"": {""annualReportDate"": ""1994-05-24"", ""annualGeneralMeetingDate"": null}}}",,112947,3085,122,COMPLETED,,t,,1995-02-20 00:00:00+00,COLIN,,,
86023,1995-03-23 00:00:00+00,specialResolution,"{""filing"": {""header"": {""date"": ""1995-03-23"", ""name"": ""specialResolution"", ""colinIds"": [101997596], ""historic"": true, ""effectiveDate"": ""1995-03-23"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""THE SOINTULA CO-OPERATIVE STORE ASSOCIATION"", ""legalType"": ""CP"", ""identifier"": ""CP0000019"", ""lastArDate"": ""2018-05-02"", ""lastAgmDate"": ""2018-05-02"", ""foundingDate"": ""1909-11-30T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2018-12-21T00:00:00-00:00""}, ""specialResolution"": {""annualReportDate"": null, ""annualGeneralMeetingDate"": null}}}",,112948,3085,122,COMPLETED,,t,,1995-03-23 00:00:00+00,COLIN,,,
86024,1998-12-03 00:00:00+00,annualReport,"{""filing"": {""header"": {""date"": ""1998-12-03"", ""name"": ""annualReport"", ""colinIds"": [101997601], ""historic"": true, ""effectiveDate"": ""1998-12-03"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""THE SOINTULA CO-OPERATIVE STORE ASSOCIATION"", ""legalType"": ""CP"", ""identifier"": ""CP0000019"", ""lastArDate"": ""2018-05-02"", ""lastAgmDate"": ""2018-05-02"", ""foundingDate"": ""1909-11-30T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2018-12-21T00:00:00-00:00""}, ""annualReport"": {""annualReportDate"": ""1998-05-14"", ""annualGeneralMeetingDate"": null}}}",,112949,3085,122,COMPLETED,,t,,1998-12-03 00:00:00+00,COLIN,,,
86025,1998-12-03 00:00:00+00,annualReport,"{""filing"": {""header"": {""date"": ""1998-12-03"", ""name"": ""annualReport"", ""colinIds"": [101997600], ""historic"": true, ""effectiveDate"": ""1998-12-03"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""THE SOINTULA CO-OPERATIVE STORE ASSOCIATION"", ""legalType"": ""CP"", ""identifier"": ""CP0000019"", ""lastArDate"": ""2018-05-02"", ""lastAgmDate"": ""2018-05-02"", ""foundingDate"": ""1909-11-30T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2018-12-21T00:00:00-00:00""}, ""annualReport"": {""annualReportDate"": ""1997-05-08"", ""annualGeneralMeetingDate"": null}}}",,112950,3085,122,COMPLETED,,t,,1998-12-03 00:00:00+00,COLIN,,,
